Timestamp,Count,year,month,day,Hour,Day,Weekend
2012-08-25,3.1666666666666665,2012.0,8.0,25.0,11.5,5.0,1.0
2012-08-26,3.6666666666666665,2012.0,8.0,26.0,11.5,6.0,1.0
2012-08-27,2.5833333333333335,2012.0,8.0,27.0,11.5,0.0,0.0
2012-08-28,2.4166666666666665,2012.0,8.0,28.0,11.5,1.0,0.0
2012-08-29,2.5,2012.0,8.0,29.0,11.5,2.0,0.0
2012-08-30,3.0833333333333335,2012.0,8.0,30.0,11.5,3.0,0.0
2012-08-31,3.25,2012.0,8.0,31.0,11.5,4.0,0.0
2012-09-01,4.666666666666667,2012.0,9.0,1.0,11.5,5.0,1.0
2012-09-02,4.916666666666667,2012.0,9.0,2.0,11.5,6.0,1.0
2012-09-03,4.5,2012.0,9.0,3.0,11.5,0.0,0.0
2012-09-04,2.75,2012.0,9.0,4.0,11.5,1.0,0.0
2012-09-05,4.333333333333333,2012.0,9.0,5.0,11.5,2.0,0.0
2012-09-06,4.166666666666667,2012.0,9.0,6.0,11.5,3.0,0.0
2012-09-07,2.8333333333333335,2012.0,9.0,7.0,11.5,4.0,0.0
2012-09-08,4.166666666666667,2012.0,9.0,8.0,11.5,5.0,1.0
2012-09-09,2.8333333333333335,2012.0,9.0,9.0,11.5,6.0,1.0
2012-09-10,2.6666666666666665,2012.0,9.0,10.0,11.5,0.0,0.0
2012-09-11,2.4166666666666665,2012.0,9.0,11.0,11.5,1.0,0.0
2012-09-12,3.5,2012.0,9.0,12.0,11.5,2.0,0.0
2012-09-13,3.0,2012.0,9.0,13.0,11.5,3.0,0.0
2012-09-14,3.5,2012.0,9.0,14.0,11.5,4.0,0.0
2012-09-15,3.8333333333333335,2012.0,9.0,15.0,11.5,5.0,1.0
2012-09-16,2.9166666666666665,2012.0,9.0,16.0,11.5,6.0,1.0
2012-09-17,3.8333333333333335,2012.0,9.0,17.0,11.5,0.0,0.0
2012-09-18,7.833333333333333,2012.0,9.0,18.0,11.5,1.0,0.0
2012-09-19,6.583333333333333,2012.0,9.0,19.0,11.5,2.0,0.0
2012-09-20,3.5,2012.0,9.0,20.0,11.5,3.0,0.0
2012-09-21,3.75,2012.0,9.0,21.0,11.5,4.0,0.0
2012-09-22,3.25,2012.0,9.0,22.0,11.5,5.0,1.0
2012-09-23,4.25,2012.0,9.0,23.0,11.5,6.0,1.0
2012-09-24,6.75,2012.0,9.0,24.0,11.5,0.0,0.0
2012-09-25,6.666666666666667,2012.0,9.0,25.0,11.5,1.0,0.0
2012-09-26,4.916666666666667,2012.0,9.0,26.0,11.5,2.0,0.0
2012-09-27,4.333333333333333,2012.0,9.0,27.0,11.5,3.0,0.0
2012-09-28,3.25,2012.0,9.0,28.0,11.5,4.0,0.0
2012-09-29,2.5833333333333335,2012.0,9.0,29.0,11.5,5.0,1.0
2012-09-30,14.833333333333334,2012.0,9.0,30.0,11.5,6.0,1.0
2012-10-01,10.333333333333334,2012.0,10.0,1.0,11.5,0.0,0.0
2012-10-02,6.916666666666667,2012.0,10.0,2.0,11.5,1.0,0.0
2012-10-03,4.833333333333333,2012.0,10.0,3.0,11.5,2.0,0.0
2012-10-04,6.666666666666667,2012.0,10.0,4.0,11.5,3.0,0.0
2012-10-05,5.583333333333333,2012.0,10.0,5.0,11.5,4.0,0.0
2012-10-06,4.916666666666667,2012.0,10.0,6.0,11.5,5.0,1.0
2012-10-07,7.0,2012.0,10.0,7.0,11.5,6.0,1.0
2012-10-08,17.25,2012.0,10.0,8.0,11.5,0.0,0.0
2012-10-09,5.833333333333333,2012.0,10.0,9.0,11.5,1.0,0.0
2012-10-10,14.25,2012.0,10.0,10.0,11.5,2.0,0.0
2012-10-11,7.166666666666667,2012.0,10.0,11.0,11.5,3.0,0.0
2012-10-12,7.416666666666667,2012.0,10.0,12.0,11.5,4.0,0.0
2012-10-13,6.833333333333333,2012.0,10.0,13.0,11.5,5.0,1.0
2012-10-14,13.75,2012.0,10.0,14.0,11.5,6.0,1.0
2012-10-15,13.416666666666666,2012.0,10.0,15.0,11.5,0.0,0.0
2012-10-16,14.416666666666666,2012.0,10.0,16.0,11.5,1.0,0.0
2012-10-17,5.833333333333333,2012.0,10.0,17.0,11.5,2.0,0.0
2012-10-18,12.166666666666666,2012.0,10.0,18.0,11.5,3.0,0.0
2012-10-19,23.333333333333332,2012.0,10.0,19.0,11.5,4.0,0.0
2012-10-20,17.333333333333332,2012.0,10.0,20.0,11.5,5.0,1.0
2012-10-21,15.333333333333334,2012.0,10.0,21.0,11.5,6.0,1.0
2012-10-22,15.916666666666666,2012.0,10.0,22.0,11.5,0.0,0.0
2012-10-23,10.666666666666666,2012.0,10.0,23.0,11.5,1.0,0.0
2012-10-24,9.583333333333334,2012.0,10.0,24.0,11.5,2.0,0.0
2012-10-25,10.916666666666666,2012.0,10.0,25.0,11.5,3.0,0.0
2012-10-26,9.666666666666666,2012.0,10.0,26.0,11.5,4.0,0.0
2012-10-27,5.833333333333333,2012.0,10.0,27.0,11.5,5.0,1.0
2012-10-28,10.666666666666666,2012.0,10.0,28.0,11.5,6.0,1.0
2012-10-29,14.25,2012.0,10.0,29.0,11.5,0.0,0.0
2012-10-30,14.916666666666666,2012.0,10.0,30.0,11.5,1.0,0.0
2012-10-31,17.583333333333332,2012.0,10.0,31.0,11.5,2.0,0.0
2012-11-01,12.666666666666666,2012.0,11.0,1.0,11.5,3.0,0.0
2012-11-02,46.333333333333336,2012.0,11.0,2.0,11.5,4.0,0.0
2012-11-03,24.333333333333332,2012.0,11.0,3.0,11.5,5.0,1.0
2012-11-04,18.75,2012.0,11.0,4.0,11.5,6.0,1.0
2012-11-05,28.25,2012.0,11.0,5.0,11.5,0.0,0.0
2012-11-06,19.75,2012.0,11.0,6.0,11.5,1.0,0.0
2012-11-07,13.916666666666666,2012.0,11.0,7.0,11.5,2.0,0.0
2012-11-08,11.666666666666666,2012.0,11.0,8.0,11.5,3.0,0.0
2012-11-09,14.5,2012.0,11.0,9.0,11.5,4.0,0.0
2012-11-10,17.166666666666668,2012.0,11.0,10.0,11.5,5.0,1.0
2012-11-11,31.583333333333332,2012.0,11.0,11.0,11.5,6.0,1.0
2012-11-12,25.833333333333332,2012.0,11.0,12.0,11.5,0.0,0.0
2012-11-13,15.25,2012.0,11.0,13.0,11.5,1.0,0.0
2012-11-14,12.666666666666666,2012.0,11.0,14.0,11.5,2.0,0.0
2012-11-15,14.833333333333334,2012.0,11.0,15.0,11.5,3.0,0.0
2012-11-16,21.0,2012.0,11.0,16.0,11.5,4.0,0.0
2012-11-17,11.666666666666666,2012.0,11.0,17.0,11.5,5.0,1.0
2012-11-18,11.666666666666666,2012.0,11.0,18.0,11.5,6.0,1.0
2012-11-19,13.166666666666666,2012.0,11.0,19.0,11.5,0.0,0.0
2012-11-20,13.25,2012.0,11.0,20.0,11.5,1.0,0.0
2012-11-21,15.583333333333334,2012.0,11.0,21.0,11.5,2.0,0.0
2012-11-22,14.333333333333334,2012.0,11.0,22.0,11.5,3.0,0.0
2012-11-23,10.666666666666666,2012.0,11.0,23.0,11.5,4.0,0.0
2012-11-24,5.666666666666667,2012.0,11.0,24.0,11.5,5.0,1.0
2012-11-25,7.166666666666667,2012.0,11.0,25.0,11.5,6.0,1.0
2012-11-26,6.083333333333333,2012.0,11.0,26.0,11.5,0.0,0.0
2012-11-27,14.916666666666666,2012.0,11.0,27.0,11.5,1.0,0.0
2012-11-28,7.916666666666667,2012.0,11.0,28.0,11.5,2.0,0.0
2012-11-29,6.916666666666667,2012.0,11.0,29.0,11.5,3.0,0.0
2012-11-30,7.333333333333333,2012.0,11.0,30.0,11.5,4.0,0.0
2012-12-01,8.75,2012.0,12.0,1.0,11.5,5.0,1.0
2012-12-02,11.833333333333334,2012.0,12.0,2.0,11.5,6.0,1.0
2012-12-03,16.75,2012.0,12.0,3.0,11.5,0.0,0.0
2012-12-04,14.833333333333334,2012.0,12.0,4.0,11.5,1.0,0.0
2012-12-05,10.166666666666666,2012.0,12.0,5.0,11.5,2.0,0.0
2012-12-06,8.5,2012.0,12.0,6.0,11.5,3.0,0.0
2012-12-07,20.333333333333332,2012.0,12.0,7.0,11.5,4.0,0.0
2012-12-08,10.583333333333334,2012.0,12.0,8.0,11.5,5.0,1.0
2012-12-09,8.75,2012.0,12.0,9.0,11.5,6.0,1.0
2012-12-10,19.916666666666668,2012.0,12.0,10.0,11.5,0.0,0.0
2012-12-11,24.833333333333332,2012.0,12.0,11.0,11.5,1.0,0.0
2012-12-12,13.833333333333334,2012.0,12.0,12.0,11.5,2.0,0.0
2012-12-13,16.5,2012.0,12.0,13.0,11.5,3.0,0.0
2012-12-14,17.583333333333332,2012.0,12.0,14.0,11.5,4.0,0.0
2012-12-15,9.916666666666666,2012.0,12.0,15.0,11.5,5.0,1.0
2012-12-16,26.333333333333332,2012.0,12.0,16.0,11.5,6.0,1.0
2012-12-17,21.916666666666668,2012.0,12.0,17.0,11.5,0.0,0.0
2012-12-18,15.666666666666666,2012.0,12.0,18.0,11.5,1.0,0.0
2012-12-19,14.583333333333334,2012.0,12.0,19.0,11.5,2.0,0.0
2012-12-20,21.333333333333332,2012.0,12.0,20.0,11.5,3.0,0.0
2012-12-21,20.583333333333332,2012.0,12.0,21.0,11.5,4.0,0.0
2012-12-22,10.083333333333334,2012.0,12.0,22.0,11.5,5.0,1.0
2012-12-23,17.416666666666668,2012.0,12.0,23.0,11.5,6.0,1.0
2012-12-24,24.166666666666668,2012.0,12.0,24.0,11.5,0.0,0.0
2012-12-25,15.666666666666666,2012.0,12.0,25.0,11.5,1.0,0.0
2012-12-26,10.583333333333334,2012.0,12.0,26.0,11.5,2.0,0.0
2012-12-27,12.083333333333334,2012.0,12.0,27.0,11.5,3.0,0.0
2012-12-28,10.666666666666666,2012.0,12.0,28.0,11.5,4.0,0.0
2012-12-29,12.666666666666666,2012.0,12.0,29.0,11.5,5.0,1.0
2012-12-30,13.5,2012.0,12.0,30.0,11.5,6.0,1.0
2012-12-31,25.75,2012.0,12.0,31.0,11.5,0.0,0.0
2013-01-01,16.75,2013.0,1.0,1.0,11.5,1.0,0.0
2013-01-02,12.166666666666666,2013.0,1.0,2.0,11.5,2.0,0.0
2013-01-03,11.583333333333334,2013.0,1.0,3.0,11.5,3.0,0.0
2013-01-04,23.5,2013.0,1.0,4.0,11.5,4.0,0.0
2013-01-05,14.666666666666666,2013.0,1.0,5.0,11.5,5.0,1.0
2013-01-06,7.416666666666667,2013.0,1.0,6.0,11.5,6.0,1.0
2013-01-07,20.333333333333332,2013.0,1.0,7.0,11.5,0.0,0.0
2013-01-08,15.083333333333334,2013.0,1.0,8.0,11.5,1.0,0.0
2013-01-09,9.916666666666666,2013.0,1.0,9.0,11.5,2.0,0.0
2013-01-10,9.166666666666666,2013.0,1.0,10.0,11.5,3.0,0.0
2013-01-11,14.333333333333334,2013.0,1.0,11.0,11.5,4.0,0.0
2013-01-12,9.25,2013.0,1.0,12.0,11.5,5.0,1.0
2013-01-13,7.25,2013.0,1.0,13.0,11.5,6.0,1.0
2013-01-14,10.916666666666666,2013.0,1.0,14.0,11.5,0.0,0.0
2013-01-15,27.583333333333332,2013.0,1.0,15.0,11.5,1.0,0.0
2013-01-16,26.083333333333332,2013.0,1.0,16.0,11.5,2.0,0.0
2013-01-17,37.166666666666664,2013.0,1.0,17.0,11.5,3.0,0.0
2013-01-18,30.916666666666668,2013.0,1.0,18.0,11.5,4.0,0.0
2013-01-19,18.5,2013.0,1.0,19.0,11.5,5.0,1.0
2013-01-20,17.083333333333332,2013.0,1.0,20.0,11.5,6.0,1.0
2013-01-21,34.666666666666664,2013.0,1.0,21.0,11.5,0.0,0.0
2013-01-22,29.916666666666668,2013.0,1.0,22.0,11.5,1.0,0.0
2013-01-23,21.166666666666668,2013.0,1.0,23.0,11.5,2.0,0.0
2013-01-24,21.0,2013.0,1.0,24.0,11.5,3.0,0.0
2013-01-25,19.583333333333332,2013.0,1.0,25.0,11.5,4.0,0.0
2013-01-26,13.083333333333334,2013.0,1.0,26.0,11.5,5.0,1.0
2013-01-27,12.833333333333334,2013.0,1.0,27.0,11.5,6.0,1.0
2013-01-28,18.416666666666668,2013.0,1.0,28.0,11.5,0.0,0.0
2013-01-29,14.25,2013.0,1.0,29.0,11.5,1.0,0.0
2013-01-30,21.166666666666668,2013.0,1.0,30.0,11.5,2.0,0.0
2013-01-31,25.583333333333332,2013.0,1.0,31.0,11.5,3.0,0.0
2013-02-01,19.333333333333332,2013.0,2.0,1.0,11.5,4.0,0.0
2013-02-02,8.666666666666666,2013.0,2.0,2.0,11.5,5.0,1.0
2013-02-03,8.666666666666666,2013.0,2.0,3.0,11.5,6.0,1.0
2013-02-04,16.333333333333332,2013.0,2.0,4.0,11.5,0.0,0.0
2013-02-05,17.75,2013.0,2.0,5.0,11.5,1.0,0.0
2013-02-06,22.416666666666668,2013.0,2.0,6.0,11.5,2.0,0.0
2013-02-07,15.833333333333334,2013.0,2.0,7.0,11.5,3.0,0.0
2013-02-08,17.666666666666668,2013.0,2.0,8.0,11.5,4.0,0.0
2013-02-09,18.25,2013.0,2.0,9.0,11.5,5.0,1.0
2013-02-10,14.083333333333334,2013.0,2.0,10.0,11.5,6.0,1.0
2013-02-11,23.416666666666668,2013.0,2.0,11.0,11.5,0.0,0.0
2013-02-12,20.416666666666668,2013.0,2.0,12.0,11.5,1.0,0.0
2013-02-13,17.333333333333332,2013.0,2.0,13.0,11.5,2.0,0.0
2013-02-14,20.583333333333332,2013.0,2.0,14.0,11.5,3.0,0.0
2013-02-15,28.666666666666668,2013.0,2.0,15.0,11.5,4.0,0.0
2013-02-16,13.583333333333334,2013.0,2.0,16.0,11.5,5.0,1.0
2013-02-17,10.5,2013.0,2.0,17.0,11.5,6.0,1.0
2013-02-18,36.5,2013.0,2.0,18.0,11.5,0.0,0.0
2013-02-19,27.916666666666668,2013.0,2.0,19.0,11.5,1.0,0.0
2013-02-20,19.833333333333332,2013.0,2.0,20.0,11.5,2.0,0.0
2013-02-21,17.5,2013.0,2.0,21.0,11.5,3.0,0.0
2013-02-22,46.75,2013.0,2.0,22.0,11.5,4.0,0.0
2013-02-23,40.416666666666664,2013.0,2.0,23.0,11.5,5.0,1.0
2013-02-24,23.916666666666668,2013.0,2.0,24.0,11.5,6.0,1.0
2013-02-25,35.666666666666664,2013.0,2.0,25.0,11.5,0.0,0.0
2013-02-26,32.833333333333336,2013.0,2.0,26.0,11.5,1.0,0.0
2013-02-27,27.166666666666668,2013.0,2.0,27.0,11.5,2.0,0.0
2013-02-28,19.333333333333332,2013.0,2.0,28.0,11.5,3.0,0.0
2013-03-01,31.166666666666668,2013.0,3.0,1.0,11.5,4.0,0.0
2013-03-02,30.416666666666668,2013.0,3.0,2.0,11.5,5.0,1.0
2013-03-03,15.5,2013.0,3.0,3.0,11.5,6.0,1.0
2013-03-04,32.666666666666664,2013.0,3.0,4.0,11.5,0.0,0.0
2013-03-05,31.75,2013.0,3.0,5.0,11.5,1.0,0.0
2013-03-06,22.75,2013.0,3.0,6.0,11.5,2.0,0.0
2013-03-07,24.25,2013.0,3.0,7.0,11.5,3.0,0.0
2013-03-08,37.75,2013.0,3.0,8.0,11.5,4.0,0.0
2013-03-09,16.666666666666668,2013.0,3.0,9.0,11.5,5.0,1.0
2013-03-10,16.25,2013.0,3.0,10.0,11.5,6.0,1.0
2013-03-11,21.916666666666668,2013.0,3.0,11.0,11.5,0.0,0.0
2013-03-12,22.083333333333332,2013.0,3.0,12.0,11.5,1.0,0.0
2013-03-13,21.25,2013.0,3.0,13.0,11.5,2.0,0.0
2013-03-14,22.25,2013.0,3.0,14.0,11.5,3.0,0.0
2013-03-15,22.333333333333332,2013.0,3.0,15.0,11.5,4.0,0.0
2013-03-16,14.416666666666666,2013.0,3.0,16.0,11.5,5.0,1.0
2013-03-17,15.0,2013.0,3.0,17.0,11.5,6.0,1.0
2013-03-18,24.583333333333332,2013.0,3.0,18.0,11.5,0.0,0.0
2013-03-19,15.583333333333334,2013.0,3.0,19.0,11.5,1.0,0.0
2013-03-20,12.166666666666666,2013.0,3.0,20.0,11.5,2.0,0.0
2013-03-21,30.083333333333332,2013.0,3.0,21.0,11.5,3.0,0.0
2013-03-22,46.333333333333336,2013.0,3.0,22.0,11.5,4.0,0.0
2013-03-23,19.0,2013.0,3.0,23.0,11.5,5.0,1.0
2013-03-24,23.166666666666668,2013.0,3.0,24.0,11.5,6.0,1.0
2013-03-25,31.666666666666668,2013.0,3.0,25.0,11.5,0.0,0.0
2013-03-26,26.75,2013.0,3.0,26.0,11.5,1.0,0.0
2013-03-27,15.916666666666666,2013.0,3.0,27.0,11.5,2.0,0.0
2013-03-28,24.833333333333332,2013.0,3.0,28.0,11.5,3.0,0.0
2013-03-29,29.75,2013.0,3.0,29.0,11.5,4.0,0.0
2013-03-30,17.5,2013.0,3.0,30.0,11.5,5.0,1.0
2013-03-31,15.5,2013.0,3.0,31.0,11.5,6.0,1.0
2013-04-01,25.083333333333332,2013.0,4.0,1.0,11.5,0.0,0.0
2013-04-02,40.333333333333336,2013.0,4.0,2.0,11.5,1.0,0.0
2013-04-03,33.083333333333336,2013.0,4.0,3.0,11.5,2.0,0.0
2013-04-04,35.583333333333336,2013.0,4.0,4.0,11.5,3.0,0.0
2013-04-05,36.75,2013.0,4.0,5.0,11.5,4.0,0.0
2013-04-06,19.666666666666668,2013.0,4.0,6.0,11.5,5.0,1.0
2013-04-07,14.083333333333334,2013.0,4.0,7.0,11.5,6.0,1.0
2013-04-08,37.416666666666664,2013.0,4.0,8.0,11.5,0.0,0.0
2013-04-09,36.416666666666664,2013.0,4.0,9.0,11.5,1.0,0.0
2013-04-10,27.833333333333332,2013.0,4.0,10.0,11.5,2.0,0.0
2013-04-11,35.333333333333336,2013.0,4.0,11.0,11.5,3.0,0.0
2013-04-12,35.5,2013.0,4.0,12.0,11.5,4.0,0.0
2013-04-13,33.0,2013.0,4.0,13.0,11.5,5.0,1.0
2013-04-14,24.25,2013.0,4.0,14.0,11.5,6.0,1.0
2013-04-15,33.0,2013.0,4.0,15.0,11.5,0.0,0.0
2013-04-16,45.5,2013.0,4.0,16.0,11.5,1.0,0.0
2013-04-17,41.083333333333336,2013.0,4.0,17.0,11.5,2.0,0.0
2013-04-18,40.0,2013.0,4.0,18.0,11.5,3.0,0.0
2013-04-19,37.0,2013.0,4.0,19.0,11.5,4.0,0.0
2013-04-20,26.583333333333332,2013.0,4.0,20.0,11.5,5.0,1.0
2013-04-21,23.083333333333332,2013.0,4.0,21.0,11.5,6.0,1.0
2013-04-22,53.833333333333336,2013.0,4.0,22.0,11.5,0.0,0.0
2013-04-23,55.166666666666664,2013.0,4.0,23.0,11.5,1.0,0.0
2013-04-24,45.583333333333336,2013.0,4.0,24.0,11.5,2.0,0.0
2013-04-25,40.916666666666664,2013.0,4.0,25.0,11.5,3.0,0.0
2013-04-26,37.333333333333336,2013.0,4.0,26.0,11.5,4.0,0.0
2013-04-27,20.583333333333332,2013.0,4.0,27.0,11.5,5.0,1.0
2013-04-28,19.333333333333332,2013.0,4.0,28.0,11.5,6.0,1.0
2013-04-29,33.333333333333336,2013.0,4.0,29.0,11.5,0.0,0.0
2013-04-30,45.5,2013.0,4.0,30.0,11.5,1.0,0.0
2013-05-01,39.5,2013.0,5.0,1.0,11.5,2.0,0.0
2013-05-02,81.25,2013.0,5.0,2.0,11.5,3.0,0.0
2013-05-03,45.333333333333336,2013.0,5.0,3.0,11.5,4.0,0.0
2013-05-04,26.666666666666668,2013.0,5.0,4.0,11.5,5.0,1.0
2013-05-05,23.416666666666668,2013.0,5.0,5.0,11.5,6.0,1.0
2013-05-06,42.666666666666664,2013.0,5.0,6.0,11.5,0.0,0.0
2013-05-07,38.75,2013.0,5.0,7.0,11.5,1.0,0.0
2013-05-08,39.0,2013.0,5.0,8.0,11.5,2.0,0.0
2013-05-09,36.916666666666664,2013.0,5.0,9.0,11.5,3.0,0.0
2013-05-10,35.833333333333336,2013.0,5.0,10.0,11.5,4.0,0.0
2013-05-11,27.416666666666668,2013.0,5.0,11.0,11.5,5.0,1.0
2013-05-12,20.166666666666668,2013.0,5.0,12.0,11.5,6.0,1.0
2013-05-13,43.083333333333336,2013.0,5.0,13.0,11.5,0.0,0.0
2013-05-14,40.083333333333336,2013.0,5.0,14.0,11.5,1.0,0.0
2013-05-15,38.833333333333336,2013.0,5.0,15.0,11.5,2.0,0.0
2013-05-16,39.0,2013.0,5.0,16.0,11.5,3.0,0.0
2013-05-17,40.25,2013.0,5.0,17.0,11.5,4.0,0.0
2013-05-18,29.5,2013.0,5.0,18.0,11.5,5.0,1.0
2013-05-19,26.333333333333332,2013.0,5.0,19.0,11.5,6.0,1.0
2013-05-20,60.916666666666664,2013.0,5.0,20.0,11.5,0.0,0.0
2013-05-21,54.416666666666664,2013.0,5.0,21.0,11.5,1.0,0.0
2013-05-22,41.0,2013.0,5.0,22.0,11.5,2.0,0.0
2013-05-23,54.833333333333336,2013.0,5.0,23.0,11.5,3.0,0.0
2013-05-24,63.833333333333336,2013.0,5.0,24.0,11.5,4.0,0.0
2013-05-25,44.666666666666664,2013.0,5.0,25.0,11.5,5.0,1.0
2013-05-26,28.25,2013.0,5.0,26.0,11.5,6.0,1.0
2013-05-27,65.33333333333333,2013.0,5.0,27.0,11.5,0.0,0.0
2013-05-28,59.166666666666664,2013.0,5.0,28.0,11.5,1.0,0.0
2013-05-29,60.166666666666664,2013.0,5.0,29.0,11.5,2.0,0.0
2013-05-30,106.16666666666667,2013.0,5.0,30.0,11.5,3.0,0.0
2013-05-31,61.25,2013.0,5.0,31.0,11.5,4.0,0.0
2013-06-01,32.25,2013.0,6.0,1.0,11.5,5.0,1.0
2013-06-02,25.416666666666668,2013.0,6.0,2.0,11.5,6.0,1.0
2013-06-03,57.333333333333336,2013.0,6.0,3.0,11.5,0.0,0.0
2013-06-04,58.916666666666664,2013.0,6.0,4.0,11.5,1.0,0.0
2013-06-05,59.0,2013.0,6.0,5.0,11.5,2.0,0.0
2013-06-06,78.33333333333333,2013.0,6.0,6.0,11.5,3.0,0.0
2013-06-07,64.5,2013.0,6.0,7.0,11.5,4.0,0.0
2013-06-08,35.666666666666664,2013.0,6.0,8.0,11.5,5.0,1.0
2013-06-09,32.916666666666664,2013.0,6.0,9.0,11.5,6.0,1.0
2013-06-10,49.666666666666664,2013.0,6.0,10.0,11.5,0.0,0.0
2013-06-11,62.833333333333336,2013.0,6.0,11.0,11.5,1.0,0.0
2013-06-12,75.91666666666667,2013.0,6.0,12.0,11.5,2.0,0.0
2013-06-13,53.333333333333336,2013.0,6.0,13.0,11.5,3.0,0.0
2013-06-14,50.25,2013.0,6.0,14.0,11.5,4.0,0.0
2013-06-15,33.583333333333336,2013.0,6.0,15.0,11.5,5.0,1.0
2013-06-16,27.25,2013.0,6.0,16.0,11.5,6.0,1.0
2013-06-17,55.333333333333336,2013.0,6.0,17.0,11.5,0.0,0.0
2013-06-18,61.75,2013.0,6.0,18.0,11.5,1.0,0.0
2013-06-19,59.0,2013.0,6.0,19.0,11.5,2.0,0.0
2013-06-20,60.333333333333336,2013.0,6.0,20.0,11.5,3.0,0.0
2013-06-21,76.25,2013.0,6.0,21.0,11.5,4.0,0.0
2013-06-22,70.91666666666667,2013.0,6.0,22.0,11.5,5.0,1.0
2013-06-23,44.583333333333336,2013.0,6.0,23.0,11.5,6.0,1.0
2013-06-24,66.58333333333333,2013.0,6.0,24.0,11.5,0.0,0.0
2013-06-25,81.41666666666667,2013.0,6.0,25.0,11.5,1.0,0.0
2013-06-26,69.08333333333333,2013.0,6.0,26.0,11.5,2.0,0.0
2013-06-27,67.33333333333333,2013.0,6.0,27.0,11.5,3.0,0.0
2013-06-28,103.5,2013.0,6.0,28.0,11.5,4.0,0.0
2013-06-29,63.833333333333336,2013.0,6.0,29.0,11.5,5.0,1.0
2013-06-30,42.916666666666664,2013.0,6.0,30.0,11.5,6.0,1.0
2013-07-01,86.83333333333333,2013.0,7.0,1.0,11.5,0.0,0.0
2013-07-02,101.83333333333333,2013.0,7.0,2.0,11.5,1.0,0.0
2013-07-03,85.25,2013.0,7.0,3.0,11.5,2.0,0.0
2013-07-04,75.5,2013.0,7.0,4.0,11.5,3.0,0.0
2013-07-05,78.33333333333333,2013.0,7.0,5.0,11.5,4.0,0.0
2013-07-06,42.833333333333336,2013.0,7.0,6.0,11.5,5.0,1.0
2013-07-07,39.333333333333336,2013.0,7.0,7.0,11.5,6.0,1.0
2013-07-08,87.91666666666667,2013.0,7.0,8.0,11.5,0.0,0.0
2013-07-09,79.16666666666667,2013.0,7.0,9.0,11.5,1.0,0.0
2013-07-10,82.25,2013.0,7.0,10.0,11.5,2.0,0.0
2013-07-11,78.5,2013.0,7.0,11.0,11.5,3.0,0.0
2013-07-12,53.833333333333336,2013.0,7.0,12.0,11.5,4.0,0.0
2013-07-13,37.5,2013.0,7.0,13.0,11.5,5.0,1.0
2013-07-14,37.833333333333336,2013.0,7.0,14.0,11.5,6.0,1.0
2013-07-15,86.83333333333333,2013.0,7.0,15.0,11.5,0.0,0.0
2013-07-16,95.58333333333333,2013.0,7.0,16.0,11.5,1.0,0.0
2013-07-17,85.58333333333333,2013.0,7.0,17.0,11.5,2.0,0.0
2013-07-18,70.5,2013.0,7.0,18.0,11.5,3.0,0.0
2013-07-19,77.91666666666667,2013.0,7.0,19.0,11.5,4.0,0.0
2013-07-20,50.333333333333336,2013.0,7.0,20.0,11.5,5.0,1.0
2013-07-21,86.0,2013.0,7.0,21.0,11.5,6.0,1.0
2013-07-22,124.25,2013.0,7.0,22.0,11.5,0.0,0.0
2013-07-23,107.0,2013.0,7.0,23.0,11.5,1.0,0.0
